,Time,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,ERCOT,KHOU,KHOU_squared,orig.id
10708,3/23/11 8:00,9518.955185,1147.480686,1258.918177,692.179843,10597.0419,2490.89739,5181.197904,906.178917,31792.85,71.762,5149.784644,10708
43410,12/15/14 9:00,10001.80317,1167.342954,2091.026164,800.3889674,11188.62351,2596.925561,5349.155994,1090.831627,34286.09795,68.162,4646.058244,43410
52526,12/30/15 8:00,9999.784041,1431.300362,2296.921966,934.1013572,14950.83285,2945.919795,6385.019408,1337.850401,40281.73018,50.162,2516.226244,52526
16216,11/7/11 20:00,11386.43111,1351.766875,1420.355165,818.4704933,12191.06515,3376.935422,6490.073591,1078.998851,38114.09665,78.962,6234.997444,16216
55727,5/11/16 17:00,15639.59712,1796.326536,2527.859559,1031.621524,18089.12117,4668.840731,8623.154223,1458.015408,53834.53628,84.812,7193.075344,55727
53080,1/22/16 10:00,12622.73933,1684.80228,2283.491481,1020.933456,16147.6472,3134.475595,7118.888512,1345.292597,45358.27045,42.062,1769.211844,53080
37890,4/29/14 9:00,10381.95545,1237.595348,1790.117227,703.3882495,10533.42764,2919.036746,5327.141362,927.4532062,33820.11523,73.562,5411.367844,37890
55273,4/22/16 19:00,12558.86649,1462.103372,2164.683398,789.9917673,13027.64762,3876.73368,7154.905619,1105.833991,42140.76594,82.112,6742.380544,55273
21407,6/11/12 12:00,15320.0876,1884.17939,1780.59441,1116.067704,17903.15846,4287.533461,8704.448858,1460.592308,52456.6622,82.562,6816.483844,21407
40983,9/5/14 6:00,11391.67337,1339.461823,1899.366797,835.8403863,12558.76223,2984.763589,5950.947282,1077.298339,38038.11382,80.762,6522.500644,40983
27260,2/10/13 9:00,7936.003262,1023.084873,1449.059345,725.9548673,9453.834764,2226.622233,4257.157731,886.4941101,27958.21119,71.762,5149.784644,27260
43564,12/21/14 19:00,9873.106529,1420.10306,2002.719276,850.0109517,13105.91371,2816.431486,6195.812818,1117.799892,37381.89772,60.962,3716.365444,43564
12341,5/30/11 9:00,10914.76164,1368.840526,1336.515616,795.7777671,11601.89299,3156.174704,6201.02769,1010.296731,36385.28766,78.962,6234.997444,12341
52279,12/20/15 1:00,8720.558846,1113.577832,2022.621635,721.7459505,10260.72349,2394.132785,4871.105384,930.4788206,31034.94474,53.762,2890.352644,52279
42104,10/21/14 23:00,10128.64376,1298.313498,1871.923483,739.1570243,11312.20269,3026.088798,5682.101386,986.517134,35044.94778,75.362,5679.431044,42104
16259,11/9/11 15:00,8872.332279,1067.556075,1324.603023,716.5650963,10493.02193,2482.139314,5008.495794,906.2996019,30871.01311,60.962,3716.365444,16259
52524,12/30/15 6:00,9112.235291,1306.122231,2213.568809,848.0570347,13306.61879,2621.103063,5772.892456,1243.094426,36423.6921,51.062,2607.327844,52524
53844,2/23/16 6:00,8322.816535,1071.95354,2004.131934,692.2328458,9594.861321,2225.007403,4297.752419,929.0242621,29137.78026,64.112,4110.348544,53844
21804,6/28/12 1:00,12433.94525,1523.861277,1610.327788,950.506903,14709.17028,3440.587443,7530.228181,1237.637717,43436.26484,87.962,7737.313444,21804
55974,5/22/16 0:00,10854.7534,1279.4027,2097.80649,721.54214,11225.0678,3456.4994,6342.47905,1062.6789,37040.22988,75.812,5747.459344,55974
43901,1/4/15 20:00,11182.26434,1728.778747,1750.966532,1021.061548,16429.16868,3439.921473,7465.721728,1357.010446,44374.89349,55.112,3037.332544,43901
9029,1/12/11 9:00,12310.12864,1989.726493,1537.515481,1198.749988,18693.26865,3689.98784,8178.581204,1402.029377,48999.98767,32.162,1034.394244,9029
32966,10/6/13 3:00,8533.0848,895.7421302,1450.030587,582.564289,7519.493462,2428.838321,4082.228853,773.79989,26265.78233,78.962,6234.997444,32966
22053,7/8/12 10:00,10294.78728,1317.495539,1474.149967,865.8175822,12700.47702,3276.387482,6195.638766,1094.857676,37219.61131,80.762,6522.500644,22053
4266,6/27/10 22:00,14542.36254,1765.992682,1397.825985,1069.479082,17573.9164,3966.505383,8682.83346,1149.338493,50148.25403,91.562,8383.599844,4266
31192,7/24/13 5:00,10410.01972,1315.142403,1587.761126,824.8783265,12505.95658,2905.116276,5985.331486,960.2837179,36494.48963,78.962,6234.997444,31192
12058,5/18/11 14:00,11861.83501,1469.32485,1509.830909,919.0509727,13472.33449,3533.976421,7155.71663,1164.453054,41086.52233,76.262,5815.892644,12058
50407,10/3/15 1:00,8753.177313,1039.159252,1954.516816,617.1450886,9170.493047,2790.90014,5061.447382,918.6899019,30305.52894,71.762,5149.784644,50407
1230,2/21/10 6:00,7119.713514,834.1852915,1050.233873,633.0390559,7904.432254,1775.701624,3730.768198,724.3779177,23772.45173,57.362,3290.399044,1230
48756,7/26/15 6:00,11227.96719,1298.088857,2003.999012,784.3190288,11570.12875,3078.645736,6005.312883,1033.344155,37001.80561,79.862,6377.939044,48756
22844,8/10/12 9:00,12218.99564,1599.259213,1562.096076,911.7541876,14868.74136,3311.598876,7033.913663,1106.167181,42612.52619,78.962,6234.997444,22844
56042,5/24/16 20:00,15017.45628,1804.740843,2445.81974,960.6893527,15999.75481,4316.560546,8395.59897,1257.486309,50198.10685,86.162,7423.890244,56042
17845,1/14/12 18:00,8580.127387,1126.285208,1314.332838,701.1816911,9937.719136,2359.256473,4887.531209,910.3890702,29816.82301,60.962,3716.365444,17845
4720,7/16/10 20:00,15542.18673,2053.030397,1587.883384,1302.180111,20443.72638,4036.239828,9452.294826,1556.017503,55973.55916,93.362,8716.463044,4720
46415,4/19/15 16:00,12710.07392,1327.499958,1959.473464,678.1180695,11160.74523,3709.083201,7073.666884,1008.636935,39627.29766,78.962,6234.997444,46415
48945,8/3/15 3:00,11115.37398,1207.546825,2023.222503,780.5464184,12054.2346,3060.992122,6345.314747,1071.052611,37658.2838,82.112,6742.380544,48945
32054,8/29/13 3:00,10431.68364,1344.205835,1590.457126,821.6616009,12085.44417,2802.718663,5736.957404,966.37776,35779.50619,80.762,6522.500644,32054
3341,5/20/10 7:00,9730.214658,1341.451579,1126.813168,710.0107211,11558.43231,2645.311596,5666.890965,916.5748865,33695.69989,75.362,5679.431044,3341
54684,3/29/16 6:00,8830.445456,1065.347494,1853.963011,637.1083331,9106.219095,2272.820571,4285.626425,817.6387637,28869.16915,65.912,4344.391744,54684
56678,6/20/16 8:00,12154.85189,1413.545621,2046.583701,817.6314883,13145.41102,3185.665985,6543.839247,1056.837756,40364.36671,77.162,5953.974244,56678
21609,6/19/12 22:00,11713.24769,1478.743029,1824.089722,1068.267613,16021.38312,4005.799545,8230.458752,1408.607758,45750.59723,75.362,5679.431044,21609
7482,11/8/10 22:00,8923.998684,1185.357761,1238.438169,750.1530165,10117.35504,2488.26059,5107.333407,910.8552507,30721.75192,69.962,4894.681444,7482
18271,2/1/12 20:00,10354.2842,1372.01098,1382.010153,772.0561512,11228.67621,2978.149718,5856.064092,982.7950176,34926.04653,78.962,6234.997444,18271
33545,10/30/13 6:00,9869.387933,1109.898702,1540.933154,658.6392208,9563.402042,2621.702344,5056.590966,861.5336879,31282.08805,75.362,5679.431044,33545
53809,2/21/16 19:00,10556.46044,1164.254953,1988.659694,710.3616403,11098.54476,3113.582316,5855.835374,982.268587,35469.96776,73.112,5345.364544,53809
4873,7/23/10 5:00,9685.243859,1284.995882,1189.215976,854.7410765,12460.15447,2655.94969,5385.426854,959.6186108,34475.34641,80.762,6522.500644,4873
18692,2/19/12 9:00,8134.886025,1260.208963,1428.298616,800.5112767,11604.35881,2533.622834,5304.095447,1073.750136,32139.73211,51.962,2700.049444,18692
8690,12/29/10 6:00,7524.392903,1039.963466,1256.332147,705.6505843,9452.384954,1892.220958,4105.546203,846.0662082,26822.55742,62.762,3939.068644,8690
14048,8/9/11 12:00,16037.50881,2138.985446,1795.483091,1343.657741,20485.95485,4351.923598,9030.486538,1506.406216,56690.40629,82.562,6816.483844,14048
11929,5/13/11 5:00,7654.438048,898.2930444,1146.947619,596.0875921,7825.70212,2195.529405,3948.48073,720.5610557,24986.03961,68.162,4646.058244,11929
33777,11/8/13 22:00,8914.560711,1196.547788,1717.506978,731.0077059,10427.35779,2416.882149,5097.893649,984.0512823,31485.80806,62.762,3939.068644,33777
22587,7/30/12 16:00,17550.31818,2330.803513,2029.929753,1452.367145,23766.65343,4975.656703,10625.61315,1758.913342,64490.25522,89.762,8057.216644,22587
20092,4/17/12 17:00,11995.97023,1400.018958,1487.848152,768.2795331,12511.90862,3668.614331,6772.314548,1076.893745,39681.84812,77.162,5953.974244,20092
23884,9/22/12 17:00,14713.4421,1835.314491,1751.854036,1135.979433,18240.25035,4133.401049,8328.98362,1348.611638,51487.83673,84.362,7116.947044,23884
37252,4/2/14 19:00,11036.33214,1449.085478,2025.562883,839.2753739,12679.67927,3782.607641,7005.960652,1185.590149,40004.09359,78.962,6234.997444,37252
29625,5/19/13 22:00,12777.19252,1610.274532,1790.260869,988.7416571,15627.69547,3794.781513,7926.870082,1267.403257,45783.2199,82.562,6816.483844,29625
39516,7/6/14 3:00,9300.097865,1126.441809,1804.440715,743.0553636,11122.45475,2770.299099,5266.241217,987.8512559,33120.88208,75.362,5679.431044,39516
6543,9/30/10 19:00,12931.48958,1736.044001,1442.878871,963.5502039,14928.27798,3558.833554,7460.733265,1204.279816,44226.08727,87.962,7737.313444,6543
26560,1/12/13 5:00,7240.542481,882.9651709,1401.097704,590.3785626,7697.785416,1947.796158,3799.868847,773.9540931,24334.38843,64.562,4168.251844,26560
42249,10/28/14 0:00,9714.324,1267.19184,1900.5413,733.39729,11161.4901,2795.1487,5604.81865,993.83124,34170.74312,73.562,5411.367844,42249
4708,7/16/10 8:00,10918.26099,1429.462139,1220.081128,894.282461,13312.02413,2770.499874,6168.730468,995.1373669,37708.47855,80.762,6522.500644,4708
1543,3/6/10 9:00,8460.983152,1157.218222,1112.603218,718.4503842,9776.47946,2067.882492,4736.71787,905.8912585,28936.22606,50.162,2516.226244,1543
21235,6/4/12 8:00,10809.22938,1384.23237,1420.455378,834.6184712,12734.01584,3018.984353,6153.905943,1009.263192,37364.70493,77.162,5953.974244,21235
22151,7/12/12 12:00,10956.91289,1522.952402,1709.983401,1083.903108,17092.79128,3862.915,7648.434414,1289.439582,45167.33207,75.362,5679.431044,22151
21226,6/3/12 23:00,12467.8472,1636.718866,1639.414524,985.0593052,15288.15987,3749.919774,7218.030533,1227.401169,44212.55124,84.362,7116.947044,21226
41763,10/7/14 18:00,15676.13211,1909.576636,2268.379314,1146.570184,19832.4227,4713.450634,9708.788832,1532.25238,56787.5728,87.962,7737.313444,41763
25705,12/7/12 14:00,10422.94097,1247.758744,1456.849173,739.7555088,10910.69123,3108.716069,5483.67909,944.9395889,34315.33038,64.562,4168.251844,25705
44994,2/19/15 11:00,10640.35305,1493.24212,2036.691139,929.6899698,13958.2915,2767.380899,5930.922486,1126.244015,38882.81518,39.812,1584.995344,44994
46378,4/18/15 3:00,8065.082484,989.2862256,1771.062963,592.0203822,7910.123647,2258.880773,4101.285035,780.6824182,26468.42393,69.062,4769.559844,46378
8514,12/21/10 22:00,9895.585074,1231.183538,1276.907082,771.9420232,10886.28904,2739.801189,5495.351145,932.473029,33229.53212,78.962,6234.997444,8514
7243,10/29/10 23:00,7913.042318,1039.782425,1175.556132,685.4884293,9263.870176,2220.653048,4560.252484,815.4072081,27674.05222,69.962,4894.681444,7243
29933,6/1/13 18:00,15534.43692,1879.098315,1911.456459,930.3355645,15779.29058,4601.630608,9555.959668,1415.097967,51607.30609,91.562,8383.599844,29933
18554,2/13/12 15:00,9619.836729,1489.041783,1425.465071,895.8873232,13815.06045,2569.321062,5325.557783,990.4418365,36130.61204,57.362,3290.399044,18554
50337,9/30/15 3:00,9413.703827,1082.773393,1883.949694,694.0730048,10181.37513,2625.777514,5207.744439,893.692683,31983.08968,75.812,5747.459344,50337
36427,2/27/14 10:00,11354.19384,1670.869003,1994.300476,987.425857,15057.67663,3459.394993,7097.513823,1288.892945,42910.26757,37.562,1410.903844,36427
665,1/28/10 17:00,9023.282322,1266.227629,1253.495076,924.7409488,11843.50869,2615.848815,5075.872855,938.8250441,32941.80138,62.312,3882.785344,665
37551,4/15/14 6:00,8869.391193,1308.756007,1869.717795,801.3776471,11696.91934,2122.168495,4933.562058,1015.084741,32616.97728,46.562,2168.019844,37551
19077,3/6/12 10:00,8754.350936,1200.766022,1395.945245,716.7730202,10641.94815,2481.687354,5024.706803,913.9325644,31130.1101,57.362,3290.399044,19077
26043,12/21/12 16:00,8879.792928,1132.193136,1461.970782,723.9322735,10599.44946,2501.146546,5216.0925,989.9712201,31504.54884,53.762,2890.352644,26043
15708,10/17/11 16:00,14230.18428,1703.696378,1640.634271,999.5019639,15737.25025,4206.04063,8127.291236,1285.525753,47930.12476,84.362,7116.947044,15708
3312,5/19/10 2:00,8664.894671,1166.165128,1108.601065,665.943189,9272.363637,2406.505539,4722.399904,800.7843579,28807.65749,75.362,5679.431044,3312
22392,7/22/12 13:00,13157.633,1672.329148,1785.233918,1191.110788,18343.75138,4126.333445,8236.276709,1448.516066,49961.18446,80.762,6522.500644,22392
55075,4/14/16 13:00,11191.71811,1293.066276,2054.926349,723.5924769,11041.63072,3501.607259,5696.444966,970.2167959,36473.20295,66.812,4463.843344,55075
50548,10/8/15 22:00,12612.85552,1544.2185,2007.422018,889.8375318,14887.89858,3670.229281,7635.954719,1156.425083,44404.84123,83.912,7041.223744,50548
10683,3/22/11 7:00,8869.680875,1175.722796,1202.647138,684.4807992,9992.945344,2400.636504,4860.983848,855.0057346,30042.10304,69.962,4894.681444,10683
24665,10/25/12 6:00,9480.885171,1139.624952,1315.907572,670.3437823,9748.783943,2445.952213,4956.964894,834.8973139,30593.35984,73.562,5411.367844,24665
16818,12/2/11 22:00,8810.983109,1210.267215,1533.196096,830.7270837,11396.08317,2595.853424,5265.834349,1051.003681,32693.94812,64.562,4168.251844,16818
28117,3/18/13 2:00,8015.825545,924.8534326,1273.642899,567.9617779,7652.738335,2201.758101,4300.65871,746.6361832,25684.07498,69.962,4894.681444,28117
46101,4/6/15 14:00,11775.9824,1342.10597,2103.754023,764.0329549,12060.19743,3421.959615,6214.81315,1079.836675,38762.68222,73.562,5411.367844,46101
15211,9/26/11 23:00,13159.44,1690.84716,1476.991194,827.8096423,13941.70484,3696.35415,8268.259746,1209.594614,44271.00135,89.762,8057.216644,15211
7077,10/23/10 1:00,9154.332235,1168.400482,1147.752749,679.6256099,9793.50458,2632.226488,5014.459676,824.9020979,30415.20392,75.362,5679.431044,7077
12972,6/25/11 16:00,15921.2336,2029.481302,1900.197394,1290.778953,19569.16137,4326.206906,9328.741056,1561.031912,55926.83249,89.762,8057.216644,12972
19201,3/11/12 14:00,8095.775453,1164.433055,1322.712448,693.0766388,10034.65477,2392.043346,4659.967027,870.5674356,29233.23017,71.762,5149.784644,19201
15736,10/18/11 20:00,9760.254079,1267.967914,1349.870318,748.1114928,10899.69323,3110.3854,5592.959361,932.3875758,33661.62937,73.562,5411.367844,15736
28420,3/30/13 17:00,9690.447303,1181.816568,1543.456145,714.858233,10315.85259,3386.615448,5933.419555,1024.920219,33791.38606,75.362,5679.431044,28420
48202,7/3/15 4:00,10308.28673,1253.122789,1876.927037,794.6812955,11875.96894,2640.121018,5648.528587,976.2773114,35373.91371,78.962,6234.997444,48202
33134,10/13/13 3:00,8925.903319,985.4816434,1492.124494,616.0040357,9063.975643,2697.152998,5158.340957,842.3841945,29781.36729,73.562,5411.367844,33134
23882,9/22/12 15:00,14175.05491,1674.485735,1679.542854,1066.162024,16979.3757,4077.535117,7720.897924,1266.091359,48639.14562,80.762,6522.500644,23882
55332,4/25/16 6:00,9409.515673,1022.363258,1872.349302,618.6891744,9304.544922,2665.732547,4790.502889,829.5352673,30513.23303,69.962,4894.681444,55332
23370,9/1/12 7:00,10684.37044,1333.284147,1355.678844,798.024677,12164.42955,3045.524844,5947.390724,987.9132904,36316.61652,80.762,6522.500644,23370
18823,2/24/12 20:00,9135.475121,1322.75404,1436.427875,778.4255288,11485.37383,2735.427406,5596.694447,1009.640541,33500.21879,62.762,3939.068644,18823
4681,7/15/10 5:00,10026.23602,1378.181696,1184.828118,832.5600529,12091.97027,2748.781388,5786.120999,988.3047654,35036.98331,80.762,6522.500644,4681
24538,10/19/12 23:00,8811.648099,1097.539706,1394.892773,669.3327741,9675.820139,2907.17423,5034.555436,877.1382442,30468.1014,71.762,5149.784644,24538
12267,5/27/11 7:00,10423.79545,1167.269106,1320.281475,674.3238102,10244.19868,2887.886142,5739.946432,946.9688351,33404.66993,75.362,5679.431044,12267
17789,1/12/12 10:00,10391.48248,1623.111171,1619.26246,1001.427209,15884.37364,3040.320668,6921.34872,1296.108421,41777.43477,48.362,2338.883044,17789
49709,9/3/15 23:00,13202.71898,1715.08774,2331.060974,1006.120923,16468.05378,4125.994268,8157.026114,1389.381207,48395.44399,84.812,7193.075344,49709
45366,3/6/15 23:00,10454.43297,1471.740062,2024.063854,862.8811259,13530.04214,3659.599013,6346.591163,1149.677741,39499.02808,52.862,2794.391044,45366
43871,1/3/15 14:00,9983.85279,1413.091529,1404.509983,816.209009,12244.16678,3301.162106,5575.337037,1043.986674,35782.3159,48.812,2382.611344,43871
26765,1/20/13 18:00,8261.275335,1086.257688,1371.370443,680.9398177,9831.673372,2424.948818,4843.244667,877.5589583,29377.2691,69.962,4894.681444,26765
31594,8/9/13 23:00,14757.67736,1833.852049,1812.554974,1047.838686,17327.41751,4075.890973,8673.247222,1388.16197,50916.64075,93.362,8716.463044,31594
30643,7/1/13 8:00,10535.01996,1245.416044,1555.826213,727.8435642,11304.88213,2668.571006,5703.88734,931.4197414,34672.866,78.962,6234.997444,30643
29308,5/6/13 17:00,10602.71745,1273.656239,1584.314344,774.351099,11764.9421,3547.110398,5560.966261,1045.130823,36153.18871,73.562,5411.367844,29308
42854,11/22/14 5:00,7977.454838,909.8885587,1811.741969,608.3877223,8006.910611,2030.848742,3961.249803,810.3617735,26116.84402,62.762,3939.068644,42854
17904,1/17/12 5:00,7414.716865,905.2546634,1263.645462,627.6444621,7878.979287,1862.458349,3766.708957,764.1467891,24483.55484,69.962,4894.681444,17904
23854,9/21/12 11:00,10630.39371,1356.219694,1516.592235,859.6980468,13295.05346,3076.901404,6086.768749,1033.538967,37855.16627,62.762,3939.068644,23854
44005,1/9/15 4:00,10171.40862,1589.19661,1953.889175,973.8374778,14858.52342,3609.313255,6673.092878,1260.231124,41089.49256,38.912,1514.143744,44005
10585,3/18/11 5:00,7359.961321,938.2029677,1115.142262,572.3395813,7849.076112,2048.174142,3890.151736,752.836595,24525.88472,69.962,4894.681444,10585
39106,6/19/14 1:00,11441.19936,1286.499822,1772.240026,854.6290885,12809.82359,3383.425311,6471.351517,1077.365456,39096.53417,80.762,6522.500644,39106
27517,2/21/13 2:00,7267.373238,1109.984212,1326.512271,814.8275663,10974.5608,2083.769128,3971.370767,829.765025,28378.16301,59.162,3500.142244,27517
46567,4/26/15 0:00,10373.4945,1150.75004,1861.59135,672.51077,10146.6838,3090.7061,5764.1952,903.67409,33963.60585,74.012,5477.776144,46567
10876,3/30/11 8:00,8617.109673,1244.294025,1403.768181,864.973337,12765.34177,2389.28247,5145.108357,1089.596953,33519.47477,59.162,3500.142244,10876
50926,10/24/15 16:00,10707.87135,1246.056761,1885.763111,682.2975104,10667.49144,3060.253098,5573.449993,983.9279773,34807.11124,78.962,6234.997444,50926
29648,5/20/13 21:00,13664.81327,1776.943907,1880.542485,944.1717944,16392.05345,4082.09913,8768.548152,1391.636785,48900.80897,84.362,7116.947044,29648
4871,7/23/10 3:00,9989.452667,1320.72772,1206.68196,893.8207899,12921.11477,2781.429211,5543.485313,986.7809646,35643.49339,80.762,6522.500644,4871
5295,8/9/10 19:00,16793.91263,2285.644401,1623.24169,1427.912368,22235.43159,4456.50749,10379.1788,1642.865301,60844.69426,95.162,9055.806244,5295
42883,11/23/14 10:00,8940.498018,1035.429597,1904.598169,700.8552281,9928.107127,2335.782958,4793.397613,991.2969744,30629.96569,60.962,3716.365444,42883
26815,1/22/13 20:00,9688.167442,1349.546767,1486.411119,825.0054022,11950.20155,2751.73034,5732.064303,990.8867288,34774.01366,69.962,4894.681444,26815
48788,7/27/15 14:00,18245.44801,2301.283561,2694.165992,1334.680603,22176.16859,5072.046259,10530.33366,1707.497627,64061.6243,86.162,7423.890244,48788
24834,11/1/12 7:00,8669.67862,1123.450911,1371.037785,692.5682455,9799.742434,2492.630697,4898.731984,869.6692282,29917.5099,60.962,3716.365444,24834
56632,6/18/16 10:00,13652.72516,1582.552137,2248.156222,920.7507462,15178.52551,3820.880906,7381.713461,1233.82043,46019.12457,78.062,6093.675844,56632
29818,5/27/13 23:00,11782.75421,1393.424271,1727.09981,854.819933,13471.43819,3533.691949,6844.283598,1139.99025,40747.50221,82.562,6816.483844,29818
41606,10/1/14 5:00,10205.71796,1254.409642,1721.988507,715.7051564,10696.32562,2601.234531,5329.022531,904.2331227,33428.63707,77.162,5953.974244,41606
35213,1/7/14 20:00,12783.7602,1873.32221,1970.399692,1026.073591,16986.1824,4323.408507,8501.627011,1429.384877,48894.15848,44.762,2003.636644,35213
5453,8/16/10 9:00,12194.90186,1685.442373,1349.415092,998.1208157,15554.71794,3271.30632,7002.411786,1168.587545,43224.90374,82.562,6816.483844,5453
10520,3/15/11 12:00,8798.972812,1241.146107,1255.207807,757.7656036,11210.24728,2591.515584,5007.427686,915.5267781,31777.80966,50.162,2516.226244,10520
55253,4/21/16 23:00,10165.70346,1285.756584,1996.014655,698.1692817,10931.61246,3344.846025,5969.222199,972.1747627,35363.49942,73.112,5345.364544,55253
15026,9/19/11 6:00,9230.118706,1148.721791,1231.531111,663.8545505,10103.95612,2657.602963,5062.917678,845.5221461,30944.22506,75.362,5679.431044,15026
11962,5/14/11 14:00,10316.28371,1100.375314,1317.513762,663.9744899,9548.355701,3319.738209,5697.295254,852.8987837,32816.43523,69.962,4894.681444,11962
49421,8/22/15 23:00,13480.32387,1719.188754,2411.932761,1037.794745,16767.86793,4064.591617,8877.559567,1415.870503,49775.12975,87.962,7737.313444,49421
33020,10/8/13 9:00,8977.783109,1141.573534,1569.529858,690.5278296,10308.92043,2253.614308,4963.69295,903.7182958,30809.36031,57.362,3290.399044,33020
4438,7/5/10 2:00,10231.87347,1257.170482,1136.416199,766.8583997,11543.3639,2836.159466,5438.049153,928.1576472,34138.04871,82.562,6816.483844,4438
32794,9/28/13 23:00,12030.57932,1293.519006,1570.434882,707.398186,11319.98624,3551.178485,6732.482989,977.5913044,38183.17042,82.562,6816.483844,32794
10538,3/16/11 6:00,7570.422016,974.6699647,1147.155407,606.7125829,8586.820885,2014.832757,3896.247551,750.4586487,25547.31981,57.362,3290.399044,10538
2936,5/3/10 10:00,9778.875768,1155.334691,1149.781884,713.8163583,10419.92865,2538.288614,5085.02522,842.3539879,31683.40517,60.962,3716.365444,2936
56693,6/20/16 23:00,13826.1446,1743.665215,2334.758991,1003.981331,17334.01688,3917.500363,8558.942605,1335.651443,50054.66143,86.162,7423.890244,56693
34677,12/16/13 12:00,10439.28331,1419.168148,1765.971515,845.370938,12696.1836,2969.871841,6167.410837,1175.505566,37478.76575,33.962,1153.417444,34677
31199,7/24/13 12:00,14638.64964,1804.460495,1962.481134,963.7405449,15818.73677,4213.815032,8484.765673,1376.503624,49263.15291,78.962,6234.997444,31199
39322,6/28/14 1:00,11794.56637,1255.076748,1972.559392,862.3108196,13047.74474,3357.042764,6511.322748,1132.304249,39932.92782,80.762,6522.500644,39322
12511,6/6/11 11:00,13571.18947,1640.980361,1516.287576,1023.650113,15995.88552,3500.34265,7751.274244,1205.783009,46205.39294,78.962,6234.997444,12511
11099,4/8/11 15:00,12793.52416,1649.200208,1412.346403,953.404538,14555.36777,3785.055473,7643.461763,1290.62187,44082.98218,80.762,6522.500644,11099
40169,8/2/14 8:00,9503.932882,1104.566968,1807.848323,668.1616909,9574.898185,2980.569359,5214.542807,956.7233651,31811.24358,73.562,5411.367844,40169
44959,2/18/15 0:00,10525.4796,1423.58934,2076.80481,828.61052,12082.4134,3324.5302,6389.699,1161.99432,37813.12119,47.912,2295.559744,44959
28479,4/2/13 4:00,7358.468005,981.2278908,1289.066447,577.9341545,7822.518818,2167.432974,4113.974703,764.5712878,25075.19428,64.562,4168.251844,28479
43040,11/29/14 23:00,9430.871332,1116.330597,1890.384294,652.4089199,9673.101928,2523.681234,4884.388084,929.5109473,31100.67734,69.962,4894.681444,43040
52884,1/14/16 6:00,9628.121622,1307.418144,2178.479452,799.2727596,11782.41133,2655.601262,5487.854313,1138.344637,34977.50352,48.812,2382.611344,52884
49037,8/6/15 23:00,15431.82543,1866.343925,2457.396097,1171.794265,19353.28009,4366.96548,9552.493889,1519.752305,55719.85148,92.912,8632.639744,49037
50607,10/11/15 9:00,8851.915986,999.9548314,1843.10492,650.0430821,9417.872817,2476.067169,4884.713241,896.0687834,30019.74083,64.112,4110.348544,50607
4850,7/22/10 6:00,10255.28933,1339.114146,1186.673923,872.0920463,12720.65397,2679.579631,5672.01355,977.842608,35703.2592,82.562,6816.483844,4850
47229,5/23/15 14:00,13749.77,1492.517909,2052.87262,737.8250956,11848.94825,3735.173693,7360.298589,1080.279832,42057.68598,83.462,6965.905444,47229
16706,11/28/11 6:00,8978.985259,1462.022731,1391.572442,827.8939013,13013.01018,2759.777964,6149.707754,1110.557844,35693.52808,41.162,1694.310244,16706
15957,10/28/11 1:00,7617.143999,995.5826845,1276.961194,646.4288879,8784.822654,2286.858097,3992.487617,833.5998,26433.88493,73.562,5411.367844,15957
40028,7/27/14 11:00,13819.58674,1672.694144,2111.112539,1032.39601,16214.91823,3829.020512,7430.61274,1308.003633,47418.34455,77.162,5953.974244,40028
44301,1/21/15 12:00,9852.024557,1243.035387,2157.177462,813.0256425,12002.51393,2619.525056,5826.326685,1177.512107,35691.14083,58.262,3394.460644,44301
37411,4/9/14 10:00,9191.408852,1302.201437,1811.739409,745.920966,10970.45901,2520.860387,5249.94581,970.527512,32763.06338,48.362,2338.883044,37411
44663,2/5/15 16:00,11266.25744,1580.36844,2086.228457,966.5467042,16036.6047,2904.090112,6844.863675,1290.115645,42975.07517,48.812,2382.611344,44663
2503,4/15/10 9:00,9031.886795,1164.59668,1129.568593,715.4254845,10591.65203,2309.754471,4927.624254,863.1668348,30733.67514,66.362,4403.915044,2503
33326,10/21/13 3:00,7408.668231,872.6162879,1446.543296,564.0303944,7521.905521,2066.495151,3702.454074,732.032174,24314.74513,66.362,4403.915044,33326
26344,1/3/13 5:00,9370.169947,1475.116882,1580.41764,924.6878483,14708.62123,3006.6562,6386.922664,1181.291029,38633.88344,42.962,1845.733444,26344
42962,11/26/14 17:00,9768.439027,1149.899947,1945.93916,721.9046879,10666.38756,2564.99281,5260.128704,1004.232682,33081.92457,69.962,4894.681444,42962
40797,8/28/14 12:00,14054.7509,1922.511804,2266.392839,1109.981012,17804.21533,4357.006487,8670.557429,1428.666526,51614.08233,78.962,6234.997444,40797
31428,8/3/13 1:00,12249.47693,1617.366361,1794.225129,997.1700842,15409.50777,3439.816143,7420.487243,1191.017565,44119.06723,84.362,7116.947044,31428
29674,5/21/13 23:00,12327.06999,1280.210052,1668.614086,706.257649,10768.78694,3696.010684,6990.697643,1041.201062,38478.84811,82.562,6816.483844,29674
51771,11/28/15 21:00,9911.744664,1372.11494,2200.731157,888.8660263,13633.21098,3006.264976,6690.216783,1279.273028,38982.42255,52.862,2794.391044,51771
6449,9/26/10 21:00,12038.42541,1308.519778,1294.5964,789.1982121,11338.35615,3373.948701,6780.65015,1043.538909,37967.23371,87.962,7737.313444,6449
